Bank_Code,Bank_Name,Branch_Code,Atm_Num,ATM_Address,ATM_Address_Extra,City,Commission,ATM_Type,ATM_Location,Handicap_Access,X_Coordinate,Y_Coordinate
11,"בנק דיסקונט לישראל בע""מ",361,361002,גלעד 1,,פרדס חנה-כרכור,לא,משיכת מזומן,על קיר הסניף,כן,34.9743,32.4728
11,"בנק דיסקונט לישראל בע""מ",517,517008,הנריאטה סולד 8,,באר שבע,לא,משיכת מזומן,על קיר הסניף,כן,34.8,31.2469
11,"בנק דיסקונט לישראל בע""מ",42,42509,סמילנסקי 6,,נתניה,לא,"מכשיר מידע/או מתן הוראות
",בתוך הסניף,כן,34.8559,32.3282
11,"בנק דיסקונט לישראל בע""מ",44,44506,סוקולוב 22,,הרצלייה,לא,"מכשיר מידע/או מתן הוראות
",על קיר הסניף,כן,34.8422,32.167
11,"בנק דיסקונט לישראל בע""מ",95,95502,הדגן 2,,זכרון יעקב,לא,"מכשיר מידע/או מתן הוראות
",בתוך הסניף,כן,34.9549,32.569
11,"בנק דיסקונט לישראל בע""מ",111,111502,"
שד' יגאל אלון 1",המרכז המסחרי (אגף חדש),דימונה,לא,"מכשיר מידע/או מתן הוראות
",בתוך הסניף,לא,35.0304,31.0661
11,"בנק דיסקונט לישראל בע""מ",3,30005,שד' התמרים 1,מרכז השלום,אילת,לא,משיכת מזומן,בתוך הסניף,כן,34.9507,29.5651
11,"בנק דיסקונט לישראל בע""מ",174,174505,מעלה כמון 5,מתחם חוצות כרמיאל,כרמיאל,לא,"מכשיר מידע/או מתן הוראות
",בתוך הסניף,כן,35.3244,32.9282
11,"בנק דיסקונט לישראל בע""מ",14,14501,יהודה הלוי 38,,תל אביב -יפו,לא,"מכשיר מידע/או מתן הוראות
",בתוך הסניף,כן,34.7718,32.0616
11,"בנק דיסקונט לישראל בע""מ",320,320501,טום לנטוס 26,,נתניה,לא,"מכשיר מידע/או מתן הוראות
",בתוך הסניף,כן,34.8694,32.307
11,"בנק דיסקונט לישראל בע""מ",106,106501,הרצל 16,,חיפה,לא,"מכשיר מידע/או מתן הוראות
",בתוך הסניף,לא,34.9973,32.8118
11,"בנק דיסקונט לישראל בע""מ",526,526501,גיבורי ישראל 13,,נתניה,לא,"מכשיר מידע/או מתן הוראות
",בתוך הסניף,כן,34.8611,32.28
11,"בנק דיסקונט לישראל בע""מ",145,1450002,ויצמן 19,,גבעתיים,לא,משיכת מזומן,בתוך הסניף,כן,34.8087,32.0743
11,"בנק דיסקונט לישראל בע""מ",167,1670001,יגאל אלון 3,קניון BIG FASHION,בית שמש,לא,משיכת מזומן,בתוך הסניף,כן,34.991,31.7555
11,"בנק דיסקונט לישראל בע""מ",136,1360003,שלמה המלך 38,,קריית אונו,לא,משיכת מזומן,בתוך הסניף,כן,34.8631,32.0547
11,"בנק דיסקונט לישראל בע""מ",100,1000003,שדרות רוטשילד 76,,תל אביב -יפו,לא,משיכת מזומן,על קיר הסניף,כן,34.7694,32.0626
11,"בנק דיסקונט לישראל בע""מ",145,145503,ויצמן 19,,גבעתיים,לא,"מכשיר מידע/או מתן הוראות
",בתוך הסניף,כן,34.8087,32.0743
11,"בנק דיסקונט לישראל בע""מ",515,5150002,הברזל 24,,תל אביב -יפו,לא,משיכת מזומן,על קיר הסניף,כן,34.8402,32.109
11,"בנק דיסקונט לישראל בע""מ",107,107502,אינשטיין 139,,חיפה,לא,"מכשיר מידע/או מתן הוראות
",בתוך הסניף,כן,35,32.7778
11,"בנק דיסקונט לישראל בע""מ",42,420006,סמילנסקי 6,,נתניה,לא,משיכת מזומן,בתוך הסניף,כן,34.8559,32.3282
11,"בנק דיסקונט לישראל בע""מ",146,1460005,קדושי השואה 63,,הרצלייה,לא,משיכת מזומן,בתוך הסניף,כן,34.8032,32.1699
11,"בנק דיסקונט לישראל בע""מ",139,1390003,רבי עקיבא 60,,בני ברק,לא,משיכת מזומן,בתוך הסניף,כן,34.8283,32.0872
11,"בנק דיסקונט לישראל בע""מ",167,167501,יגאל אלון 3,קניון BIG FASHION,בית שמש,לא,"מכשיר מידע/או מתן הוראות
",בתוך הסניף,כן,34.991,31.7555
11,"בנק דיסקונט לישראל בע""מ",159,159501,יפו 103,,ירושלים,לא,"מכשיר מידע/או מתן הוראות
",בתוך הסניף,לא,35.2151,31.7843
11,"בנק דיסקונט לישראל בע""מ",99,990003,בן עמי 67,,עכו,לא,משיכת מזומן,בתוך הסניף,כן,35.0757,32.9262
11,"בנק דיסקונט לישראל בע""מ",103,103501,פנחס אילון 13,,חולון,לא,"מכשיר מידע/או מתן הוראות
",בתוך הסניף,לא,34.7781,32.0086
11,"בנק דיסקונט לישראל בע""מ",112,112502,הבילויים 16,,גדרה,לא,"מכשיר מידע/או מתן הוראות
",בתוך הסניף,לא,34.7724,31.8152
11,"בנק דיסקונט לישראל בע""מ",517,517501,הנריאטה סולד 8,,באר שבע,לא,"מכשיר מידע/או מתן הוראות
",בתוך הסניף,כן,34.8,31.2469
11,"בנק דיסקונט לישראל בע""מ",43,430003,שדרות הרצל 55,,רמלה,לא,משיכת מזומן,על קיר הסניף,כן,34.8701,31.9304
11,"בנק דיסקונט לישראל בע""מ",76,76501,שדרות הנשיא 124,,חיפה,לא,"מכשיר מידע/או מתן הוראות
",בתוך הסניף,כן,34.9873,32.8045
11,"בנק דיסקונט לישראל בע""מ",109,109503,פארן 9,,ירושלים,לא,"מכשיר מידע/או מתן הוראות
",על קיר הסניף,לא,35.2277,31.8008
11,"בנק דיסקונט לישראל בע""מ",94,94502,שד' דוד טוביהו 125,,באר שבע,לא,"מכשיר מידע/או מתן הוראות
",על קיר הסניף,לא,34.7887,31.2451
11,"בנק דיסקונט לישראל בע""מ",167,167502,יגאל אלון 3,קניון BIG FASHION,בית שמש,לא,"מכשיר מידע/או מתן הוראות
",על קיר הסניף,כן,34.991,31.7555
11,"בנק דיסקונט לישראל בע""מ",85,85505,אבן גבירול 66,,תל אביב -יפו,לא,"מכשיר מידע/או מתן הוראות
",על קיר הסניף,כן,34.7815,32.0798
11,"בנק דיסקונט לישראל בע""מ",148,1480002,נעמי שמר 7,,בת ים,לא,משיכת מזומן,בתוך הסניף,כן,34.7458,32.0188
11,"בנק דיסקונט לישראל בע""מ",422,422502,הרצוג 24,שכון בבלי,תל אביב -יפו,לא,"מכשיר מידע/או מתן הוראות
","במרחק של יותר מ- 500 מטר מהסניף
",לא,32.0952,34.7981
11,"בנק דיסקונט לישראל בע""מ",109,1090004,פארן 9,,ירושלים,לא,משיכת מזומן,בתוך הסניף,כן,35.2277,31.8008
11,"בנק דיסקונט לישראל בע""מ",102,102504,גולני 29,,רמת גן,לא,"מכשיר מידע/או מתן הוראות
",בתוך הסניף,כן,34.8146,32.0573
11,"בנק דיסקונט לישראל בע""מ",515,515502,הברזל 24,,תל אביב -יפו,לא,"מכשיר מידע/או מתן הוראות
",בתוך הסניף,כן,34.8402,32.109
11,"בנק דיסקונט לישראל בע""מ",95,95503,הדגן 2,,זכרון יעקב,לא,"מכשיר מידע/או מתן הוראות
",בתוך הסניף,לא,34.9549,32.569
11,"בנק דיסקונט לישראל בע""מ",159,1590001,יפו 103,,ירושלים,לא,משיכת מזומן,על קיר הסניף,כן,35.2151,31.7843
11,"בנק דיסקונט לישראל בע""מ",188,188503,סחרוב 18,"א.ת מערב ראשל""צ",ראשון לציון,לא,"מכשיר מידע/או מתן הוראות
",על קיר הסניף,כן,34.7714,31.9909
11,"בנק דיסקונט לישראל בע""מ",44,44501,סוקולוב 22,,הרצלייה,לא,"מכשיר מידע/או מתן הוראות
",בתוך הסניף,לא,34.8422,32.167
11,"בנק דיסקונט לישראל בע""מ",85,85503,אבן גבירול 66,,תל אביב -יפו,לא,"מכשיר מידע/או מתן הוראות
",על קיר הסניף,כן,34.7815,32.0798
11,"בנק דיסקונט לישראל בע""מ",526,526502,גיבורי ישראל 13,,נתניה,לא,"מכשיר מידע/או מתן הוראות
",בתוך הסניף,לא,34.8611,32.28
11,"בנק דיסקונט לישראל בע""מ",174,174502,מעלה כמון 5,מתחם חוצות כרמיאל,כרמיאל,לא,"מכשיר מידע/או מתן הוראות
",בתוך הסניף,כן,35.3244,32.9282
11,"בנק דיסקונט לישראל בע""מ",94,940008,שד' דוד טוביהו 125,,באר שבע,לא,משיכת מזומן,על קיר הסניף,כן,34.7887,31.2451
11,"בנק דיסקונט לישראל בע""מ",162,1620006,האומן 17,קניון לב תלפיות,ירושלים,לא,משיכת מזומן,על קיר הסניף,כן,35.2083,31.7511
11,"בנק דיסקונט לישראל בע""מ",118,1180001,יהודה הנשיא 34,,תל אביב -יפו,לא,משיכת מזומן,על קיר הסניף,כן,34.7958,32.1191
11,"בנק דיסקונט לישראל בע""מ",55,55509,הרצל 87,,ראשון לציון,לא,"מכשיר מידע/או מתן הוראות
",בתוך הסניף,כן,34.8032,31.9639
11,"בנק דיסקונט לישראל בע""מ",361,361001,גלעד 1,,פרדס חנה-כרכור,לא,משיכת מזומן,על קיר הסניף,כן,34.9743,32.4728
11,"בנק דיסקונט לישראל בע""מ",148,148501,נעמי שמר 7,,בת ים,לא,"מכשיר מידע/או מתן הוראות
",על קיר הסניף,כן,34.7458,32.0188
11,"בנק דיסקונט לישראל בע""מ",64,640002,יחזקאל 11,,ירושלים,לא,משיכת מזומן,בתוך הסניף,כן,35.2183,31.7894
11,"בנק דיסקונט לישראל בע""מ",42,420005,סמילנסקי 6,,נתניה,לא,משיכת מזומן,בתוך הסניף,כן,34.8559,32.3282
11,"בנק דיסקונט לישראל בע""מ",303,3030001,לב העיר 2,,מודיעין-מכבים-רעות*,לא,משיכת מזומן,בתוך הסניף,כן,35.0067,31.8994
11,"בנק דיסקונט לישראל בע""מ",362,362503,חיה פיינשטיין 11,,פתח תקווה,לא,"מכשיר מידע/או מתן הוראות
",על קיר הסניף,כן,34.8843,32.1005
11,"בנק דיסקונט לישראל בע""מ",148,1480001,נעמי שמר 7,,בת ים,לא,משיכת מזומן,בתוך הסניף,כן,34.7458,32.0188
11,"בנק דיסקונט לישראל בע""מ",107,107503,אינשטיין 139,,חיפה,לא,"מכשיר מידע/או מתן הוראות
",בתוך הסניף,כן,35,32.7778
11,"בנק דיסקונט לישראל בע""מ",90,90502,הרברט סמואל 68,,חדרה,לא,"מכשיר מידע/או מתן הוראות
",על קיר הסניף,לא,34.9205,32.436
11,"בנק דיסקונט לישראל בע""מ",139,139505,רבי עקיבא 60,,בני ברק,לא,"מכשיר מידע/או מתן הוראות
",בתוך הסניף,כן,34.8283,32.0872
11,"בנק דיסקונט לישראל בע""מ",198,1980004,רמת אביב ג' 25,מרכז שוסטר,תל אביב -יפו,לא,משיכת מזומן,בתוך הסניף,כן,34.8039,32.1246
11,"בנק דיסקונט לישראל בע""מ",90,900006,הרברט סמואל 68,,חדרה,לא,משיכת מזומן,על קיר הסניף,כן,34.9205,32.436
11,"בנק דיסקונט לישראל בע""מ",106,106503,הרצל 16,,חיפה,לא,"מכשיר מידע/או מתן הוראות
",בתוך הסניף,כן,34.9973,32.8118
11,"בנק דיסקונט לישראל בע""מ",175,1750002,הירמוך 1,,יבנה,לא,משיכת מזומן,בתוך הסניף,כן,34.7316,31.8883
11,"בנק דיסקונט לישראל בע""מ",187,1870006,הבנים 14,,הוד השרון,לא,משיכת מזומן,על קיר הסניף,כן,34.8912,32.1559
11,"בנק דיסקונט לישראל בע""מ",26,26503,שד' ירושלים 15,,תל אביב -יפו,לא,"מכשיר מידע/או מתן הוראות
",בתוך הסניף,לא,34.7597,32.0547
11,"בנק דיסקונט לישראל בע""מ",157,1570002,"
הנחושת 4",,חולון,לא,משיכת מזומן,על קיר הסניף,כן,34.7995,32.0168
11,"בנק דיסקונט לישראל בע""מ",49,490003,סוקולוב 68,,חולון,לא,משיכת מזומן,בתוך הסניף,כן,34.7768,32.0225
11,"בנק דיסקונט לישראל בע""מ",320,3200002,טום לנטוס 26,,נתניה,לא,משיכת מזומן,בתוך הסניף,כן,34.8694,32.307
11,"בנק דיסקונט לישראל בע""מ",55,550002,הרצל 87,,ראשון לציון,לא,משיכת מזומן,על קיר הסניף,כן,34.8032,31.9639
11,"בנק דיסקונט לישראל בע""מ",5,50009,דרך  אריאל שרון41 41,,נוף הגליל                ,לא,משיכת מזומן,על קיר הסניף,כן,35.3059,32.6938
11,"בנק דיסקונט לישראל בע""מ",98,980003,העליה ב' 4,מרכז מסחרי,צפת,לא,משיכת מזומן,בתוך הסניף,כן,35.4955,32.9662
11,"בנק דיסקונט לישראל בע""מ",41,41504,סלור 22,,פתח תקווה,לא,"מכשיר מידע/או מתן הוראות
",על קיר הסניף,כן,34.8841,32.0893
11,"בנק דיסקונט לישראל בע""מ",302,302502,גבעת טל 2,מרכז מסחרי גבעת טל,ראש העין,לא,"מכשיר מידע/או מתן הוראות
",בתוך הסניף,לא,34.9659,32.0932
11,"בנק דיסקונט לישראל בע""מ",102,1020002,גולני 29,,רמת גן,לא,משיכת מזומן,על קיר הסניף,כן,34.8146,32.0573
11,"בנק דיסקונט לישראל בע""מ",517,517503,הנריאטה סולד 8,,באר שבע,לא,"מכשיר מידע/או מתן הוראות
",על קיר הסניף,לא,34.8,31.2469
11,"בנק דיסקונט לישראל בע""מ",396,3960001,קניון אסף סנטר 1,,ראשון לציון,לא,משיכת מזומן,בתוך הסניף,כן,34.8402,31.9662
11,"בנק דיסקונט לישראל בע""מ",123,1230002,אבא הלל סילבר 12,,רמת גן,לא,משיכת מזומן,על קיר הסניף,כן,34.8039,32.0848
11,"בנק דיסקונט לישראל בע""מ",146,146501,קדושי השואה 63,,הרצלייה,לא,"מכשיר מידע/או מתן הוראות
",בתוך הסניף,לא,34.8032,32.1699
11,"בנק דיסקונט לישראל בע""מ",80,800002,ז'בוטינסקי 3,,רמת גן,לא,משיכת מזומן,בתוך הסניף,כן,34.8024,32.083
11,"בנק דיסקונט לישראל בע""מ",137,1370001,דרך העצמאות 1,,מגדל העמק,לא,משיכת מזומן,על קיר הסניף,כן,35.2391,32.6769
11,"בנק דיסקונט לישראל בע""מ",44,44502,סוקולוב 22,,הרצלייה,לא,"מכשיר מידע/או מתן הוראות
",על קיר הסניף,כן,34.8422,32.167
11,"בנק דיסקונט לישראל בע""מ",77,77502,העצמאות 61,,קריית אתא,לא,"מכשיר מידע/או מתן הוראות
",בתוך הסניף,לא,35.1039,32.8066
11,"בנק דיסקונט לישראל בע""מ",422,4220004,הרצוג 24,שכון בבלי,תל אביב -יפו,לא,משיכת מזומן,"במרחק של יותר מ- 500 מטר מהסניף
",כן,32.0952,34.7981
11,"בנק דיסקונט לישראל בע""מ",425,425502,הרצל 160,בית דיסקונט,תל אביב -יפו,לא,"מכשיר מידע/או מתן הוראות
","במרחק של יותר מ- 500 מטר מהסניף
",כן,34.769,32.0495
11,"בנק דיסקונט לישראל בע""מ",43,430001,שדרות הרצל 55,,רמלה,לא,משיכת מזומן,בתוך הסניף,כן,34.8701,31.9304
11,"בנק דיסקונט לישראל בע""מ",40,400006,הרצל 50,,רמת גן,לא,משיכת מזומן,"
על קיר הסניף",כן,34.8155,32.0841
11,"בנק דיסקונט לישראל בע""מ",80,800003,ז'בוטינסקי 3,,רמת גן,לא,משיכת מזומן,בתוך הסניף,כן,34.8024,32.083
11,"בנק דיסקונט לישראל בע""מ",118,118501,יהודה הנשיא 34,,תל אביב -יפו,לא,"מכשיר מידע/או מתן הוראות
",בתוך הסניף,כן,34.7958,32.1191
11,"בנק דיסקונט לישראל בע""מ",90,90503,הרברט סמואל 68,,חדרה,לא,"מכשיר מידע/או מתן הוראות
",על קיר הסניף,כן,34.9205,32.436
11,"בנק דיסקונט לישראל בע""מ",151,151504,דרך משה דיין 64,,תל אביב -יפו,לא,"מכשיר מידע/או מתן הוראות
",על קיר הסניף,כן,34.8004,32.0567
11,"בנק דיסקונט לישראל בע""מ",55,550007,הרצל 87,,ראשון לציון,לא,משיכת מזומן,בתוך הסניף,כן,34.8032,31.9639
11,"בנק דיסקונט לישראל בע""מ",49,49501,סוקולוב 68,,חולון,לא,"מכשיר מידע/או מתן הוראות
",בתוך הסניף,כן,34.7768,32.0225
11,"בנק דיסקונט לישראל בע""מ",92,92506,אחוזה 119,,רעננה,לא,"מכשיר מידע/או מתן הוראות
",על קיר הסניף,כן,34.8745,32.1803
11,"בנק דיסקונט לישראל בע""מ",114,1140002,חיים משה שפירא 1,,אשדוד,לא,משיכת מזומן,על קיר הסניף,כן,34.6449,31.7993
11,"בנק דיסקונט לישראל בע""מ",146,1460004,קדושי השואה 63,,הרצלייה,לא,משיכת מזומן,בתוך הסניף,כן,34.8032,32.1699
11,"בנק דיסקונט לישראל בע""מ",107,1070004,אינשטיין 139,,חיפה,לא,משיכת מזומן,בתוך הסניף,כן,35,32.7778
11,"בנק דיסקונט לישראל בע""מ",54,540003,ויצמן 75,,כפר סבא,לא,משיכת מזומן,על קיר הסניף,כן,34.9049,32.1763
11,"בנק דיסקונט לישראל בע""מ",147,1470007,דיזנגוף 55,,תל אביב -יפו,לא,משיכת מזומן,בתוך הסניף,כן,34.7749,32.0753
11,"בנק דיסקונט לישראל בע""מ",362,3620001,חיה פיינשטיין 11,,פתח תקווה,לא,משיכת מזומן,בתוך הסניף,כן,34.8843,32.1005
11,"בנק דיסקונט לישראל בע""מ",151,1510002,דרך משה דיין 64,,תל אביב -יפו,לא,משיכת מזומן,בתוך הסניף,כן,34.8004,32.0567
11,"בנק דיסקונט לישראל בע""מ",66,660003,קרן היסוד 5,,ירושלים,לא,משיכת מזומן,בתוך הסניף,כן,35.2183,31.775
11,"בנק דיסקונט לישראל בע""מ",99,990004,בן עמי 67,,עכו,לא,משיכת מזומן,בתוך הסניף,כן,35.0757,32.9262
11,"בנק דיסקונט לישראל בע""מ",144,1440005,אורנים 1,מרכז מסחרי רמת אילן,גבעת שמואל,לא,משיכת מזומן,בתוך הסניף,כן,34.8456,32.0677
11,"בנק דיסקונט לישראל בע""מ",40,40502,הרצל 50,,רמת גן,לא,"מכשיר מידע/או מתן הוראות
",בתוך הסניף,לא,34.8155,32.0841
11,"בנק דיסקונט לישראל בע""מ",77,77501,העצמאות 61,,קריית אתא,לא,"מכשיר מידע/או מתן הוראות
",בתוך הסניף,כן,35.1039,32.8066
11,"בנק דיסקונט לישראל בע""מ",5,5502,דרך  אריאל שרון41 41,,נוף הגליל                ,לא,"מכשיר מידע/או מתן הוראות
",בתוך הסניף,לא,35.3059,32.6938
11,"בנק דיסקונט לישראל בע""מ",128,128504,שדרות בן גוריון 15,,אשקלון,לא,"מכשיר מידע/או מתן הוראות
",בתוך הסניף,לא,34.5627,31.6642
11,"בנק דיסקונט לישראל בע""מ",2,20008,הרב לוין 15,,עפולה,לא,משיכת מזומן,על קיר הסניף,כן,35.2874,32.6101
11,"בנק דיסקונט לישראל בע""מ",85,850004,אבן גבירול 66,,תל אביב -יפו,לא,משיכת מזומן,בתוך הסניף,כן,34.7815,32.0798
11,"בנק דיסקונט לישראל בע""מ",43,430002,שדרות הרצל 55,,רמלה,לא,משיכת מזומן,בתוך הסניף,כן,34.8701,31.9304
11,"בנק דיסקונט לישראל בע""מ",111,1110005,שד' יגאל אלון 1,המרכז המסחרי (אגף חדש),דימונה,לא,משיכת מזומן,על קיר הסניף,כן,35.0304,31.0661
11,"בנק דיסקונט לישראל בע""מ",118,1180003,יהודה הנשיא 34,,תל אביב -יפו,לא,משיכת מזומן,בתוך הסניף,כן,34.7958,32.1191
11,"בנק דיסקונט לישראל בע""מ",92,92505,אחוזה 119,,רעננה,לא,"מכשיר מידע/או מתן הוראות
",על קיר הסניף,לא,34.8745,32.1803
11,"בנק דיסקונט לישראל בע""מ",68,680002,סולטן סולימן 19,,ירושלים,לא,משיכת מזומן,בתוך הסניף,כן,35.232,31.7828
11,"בנק דיסקונט לישראל בע""מ",112,1120002,הבילויים 16,,גדרה,לא,משיכת מזומן,בתוך הסניף,כן,34.7724,31.8152
11,"בנק דיסקונט לישראל בע""מ",506,5060002,מורשת ישראל 15,נווה שקמה,ראשון לציון,לא,משיכת מזומן,בתוך הסניף,כן,34.7742,31.9753
11,"בנק דיסקונט לישראל בע""מ",34,34502,קפלן 2,,תל אביב -יפו,לא,"מכשיר מידע/או מתן הוראות
",בתוך הסניף,לא,34.7822,32.0733
11,"בנק דיסקונט לישראל בע""מ",321,3210003,שד' יצחק רבין 10,,ירושלים,לא,משיכת מזומן,בתוך הסניף,כן,35.2078,31.783
11,"בנק דיסקונט לישראל בע""מ",2,2505,הרב לוין 15,,עפולה,לא,"מכשיר מידע/או מתן הוראות
",על קיר הסניף,כן,35.2874,32.6101
11,"בנק דיסקונט לישראל בע""מ",361,361501,גלעד 1,,פרדס חנה-כרכור,לא,"מכשיר מידע/או מתן הוראות
",על קיר הסניף,כן,34.9743,32.4728
11,"בנק דיסקונט לישראל בע""מ",51,51505,בלפור 51,,בת ים,לא,"מכשיר מידע/או מתן הוראות
",על קיר הסניף,כן,34.7455,32.0253
11,"בנק דיסקונט לישראל בע""מ",321,3210002,שד' יצחק רבין 10,,ירושלים,לא,משיכת מזומן,על קיר הסניף,כן,35.2078,31.783
11,"בנק דיסקונט לישראל בע""מ",64,64505,יחזקאל 11,,ירושלים,לא,"מכשיר מידע/או מתן הוראות
",על קיר הסניף,כן,35.2183,31.7894
11,"בנק דיסקונט לישראל בע""מ",99,99502,בן עמי 67,,עכו,לא,"מכשיר מידע/או מתן הוראות
",בתוך הסניף,לא,35.0757,32.9262
11,"בנק דיסקונט לישראל בע""מ",198,1980001,רמת אביב ג' 25,מרכז שוסטר,תל אביב -יפו,לא,משיכת מזומן,בתוך הסניף,כן,34.8039,32.1246
11,"בנק דיסקונט לישראל בע""מ",49,49504,סוקולוב 68,,חולון,לא,"מכשיר מידע/או מתן הוראות
",על קיר הסניף,כן,34.7768,32.0225
11,"בנק דיסקונט לישראל בע""מ",526,5260002,צומת בית ליד 1,צומת בית ליד,כפר יונה,לא,"
משיכת מזומן","במרחק של יותר מ- 500 מטר מהסניף
",כן,35.131,32.264
11,"בנק דיסקונט לישראל בע""מ",100,1000004,שדרות רוטשילד 76,,תל אביב -יפו,לא,משיכת מזומן,על קיר הסניף,כן,34.7694,32.0626
11,"בנק דיסקונט לישראל בע""מ",17,17504,דרך שלמה 74,,תל אביב -יפו,לא,"מכשיר מידע/או מתן הוראות
",על קיר הסניף,כן,34.7724,32.0547
11,"בנק דיסקונט לישראל בע""מ",111,111503,שד' יגאל אלון 1,המרכז המסחרי (אגף חדש),דימונה,לא,"מכשיר מידע/או מתן הוראות
",בתוך הסניף,לא,35.0304,31.0661
11,"בנק דיסקונט לישראל בע""מ",41,41503,סלור 22,,פתח תקווה,לא,"מכשיר מידע/או מתן הוראות
",בתוך הסניף,כן,34.8841,32.0893
11,"בנק דיסקונט לישראל בע""מ",187,187502,הבנים 14,,הוד השרון,לא,"מכשיר מידע/או מתן הוראות
",בתוך הסניף,לא,34.8912,32.1559
11,"בנק דיסקונט לישראל בע""מ",42,420001,סמילנסקי 6,,נתניה,לא,משיכת מזומן,על קיר הסניף,כן,34.8559,32.3282
11,"בנק דיסקונט לישראל בע""מ",45,45501,הרצל 190,,רחובות,לא,"מכשיר מידע/או מתן הוראות
",בתוך הסניף,לא,34.8108,31.8977
11,"בנק דיסקונט לישראל בע""מ",42,42506,סמילנסקי 6,,נתניה,לא,"מכשיר מידע/או מתן הוראות
",בתוך הסניף,כן,34.8559,32.3282
11,"בנק דיסקונט לישראל בע""מ",51,510001,בלפור 51,,בת ים,לא,משיכת מזומן,בתוך הסניף,כן,34.7455,32.0253
11,"בנק דיסקונט לישראל בע""מ",110,1100002,טשרנחובסקי 4,"קניון ""8 באמצע""",קריית שמונה,לא,משיכת מזומן,בתוך הסניף,כן,35.5687,33.2107
11,"בנק דיסקונט לישראל בע""מ",100,100503,שדרות רוטשילד 76,,תל אביב -יפו,לא,"מכשיר מידע/או מתן הוראות
",בתוך הסניף,כן,34.7694,32.0626
11,"בנק דיסקונט לישראל בע""מ",361,3610001,גלעד 1,,פרדס חנה-כרכור,לא,משיכת מזומן,על קיר הסניף,כן,34.9743,32.4728
11,"בנק דיסקונט לישראל בע""מ",14,140002,יהודה הלוי 38,,תל אביב -יפו,לא,משיכת מזומן,בתוך הסניף,כן,34.7718,32.0616
11,"בנק דיסקונט לישראל בע""מ",139,139501,רבי עקיבא 60,,בני ברק,לא,"מכשיר מידע/או מתן הוראות
",בתוך הסניף,לא,34.8283,32.0872
11,"בנק דיסקונט לישראל בע""מ",65,650001,בורוכוב 74,,ירושלים,לא,משיכת מזומן,בתוך הסניף,כן,35.1742,31.7618
11,"בנק דיסקונט לישראל בע""מ",139,1390001,רבי עקיבא 60,,בני ברק,לא,משיכת מזומן,בתוך הסניף,כן,34.8283,32.0872
11,"בנק דיסקונט לישראל בע""מ",517,5170009,הנריאטה סולד 8,,באר שבע,לא,משיכת מזומן,על קיר הסניף,כן,34.8,31.2469
11,"בנק דיסקונט לישראל בע""מ",59,590002,דוד המלך 2,,לוד,לא,משיכת מזומן,על קיר הסניף,כן,34.8921,31.9469
11,"בנק דיסקונט לישראל בע""מ",107,1070002,אינשטיין 139,,חיפה,לא,משיכת מזומן,בתוך הסניף,כן,35,32.7778
11,"בנק דיסקונט לישראל בע""מ",77,770001,העצמאות 61,,קריית אתא,לא,משיכת מזומן,על קיר הסניף,כן,35.1039,32.8066
11,"בנק דיסקונט לישראל בע""מ",40,40504,הרצל 50,,רמת גן,לא,"מכשיר מידע/או מתן הוראות
",בתוך הסניף,כן,34.8155,32.0841
11,"בנק דיסקונט לישראל בע""מ",77,77503,העצמאות 61,,קריית אתא,לא,"מכשיר מידע/או מתן הוראות
",בתוך הסניף,כן,35.1039,32.8066
11,"בנק דיסקונט לישראל בע""מ",110,1100003,טשרנחובסקי 4,"קניון ""8 באמצע""",קריית שמונה,לא,משיכת מזומן,בתוך הסניף,כן,35.5687,33.2107
11,"בנק דיסקונט לישראל בע""מ",46,46504,הירדן 1,הככר הסקוטית,טבריה,לא,"מכשיר מידע/או מתן הוראות
",בתוך הסניף,לא,35.5403,32.7883
11,"בנק דיסקונט לישראל בע""מ",26,26501,שד' ירושלים 15,,תל אביב -יפו,לא,"מכשיר מידע/או מתן הוראות
",על קיר הסניף,כן,34.7597,32.0547
11,"בנק דיסקונט לישראל בע""מ",152,1520001,ה' באייר 66,,תל אביב -יפו,לא,משיכת מזומן,על קיר הסניף,כן,34.7893,32.0879
11,"בנק דיסקונט לישראל בע""מ",34,34501,קפלן 2,,תל אביב -יפו,לא,"מכשיר מידע/או מתן הוראות
",בתוך הסניף,לא,34.7822,32.0733
11,"בנק דיסקונט לישראל בע""מ",55,550003,הרצל 87,,ראשון לציון,לא,משיכת מזומן,על קיר הסניף,כן,34.8032,31.9639
11,"בנק דיסקונט לישראל בע""מ",111,111501,שד' יגאל אלון 1,המרכז המסחרי (אגף חדש),דימונה,לא,"מכשיר מידע/או מתן הוראות
",בתוך הסניף,כן,35.0304,31.0661
11,"בנק דיסקונט לישראל בע""מ",136,136501,שלמה המלך 38,,קריית אונו,לא,"מכשיר מידע/או מתן הוראות
",בתוך הסניף,כן,34.8631,32.0547
11,"בנק דיסקונט לישראל בע""מ",59,590004,דוד המלך 2,,לוד,לא,משיכת מזומן,על קיר הסניף,כן,34.8921,31.9469
11,"בנק דיסקונט לישראל בע""מ",114,114501,חיים משה שפירא 1,,אשדוד,לא,"מכשיר מידע/או מתן הוראות
",בתוך הסניף,כן,34.6449,31.7993
11,"בנק דיסקונט לישראל בע""מ",106,1060002,הרצל 16,,חיפה,לא,משיכת מזומן,בתוך הסניף,כן,34.9973,32.8118
